BoatName,BoatID,Trip,Day,Kg,Duration,Lines,Temperature,Latitude,Longitude
Armani,114,2020-3,2020-03-06,5000,12,100,15.5,-45.1,-62.4833333333333
Armani,114,2020-3,2020-03-07,6180,12,100,15.5,-45.15,-62.4833333333333
Armani,114,2020-3,2020-03-08,2820,12,100,15.5,-44.9666666666667,-62.4666666666667
Armani,114,2020-3,2020-03-09,1600,12,100,15.5,-44.95,-62.4833333333333
Armani,114,2020-3,2020-03-10,1840,12,100,15.5,-45.133333333333304,-62.0833333333333
Armani,114,2020-3,2020-03-12,9440,12,100,15.0,-47.5333333333333,-61.0833333333333
Armani,114,2020-3,2020-03-13,7800,12,100,15.0,-48.0666666666667,-61.1
Armani,114,2020-3,2020-03-14,4980,12,100,14.8,-47.9333333333333,-61.15
Armani,114,2020-3,2020-03-15,5000,12,100,15.0,-47.7333333333333,-61.15
Armani,114,2020-3,2020-03-16,1760,12,100,15.0,-47.7166666666667,-61.2
Armani,114,2020-3,2020-03-17,4560,12,100,14.9,-47.7666666666667,-60.866666666666696
Armani,114,2020-3,2020-03-18,3800,12,100,14.9,-47.5666666666667,-60.866666666666696
Armani,114,2020-3,2020-03-19,1980,12,100,14.9,-47.8166666666667,-60.95
Armani,114,2020-3,2020-03-20,2080,12,100,15.3,-47.8,-60.9333333333333
Armani,114,2020-3,2020-03-22,4460,12,100,16.0,-47.65,-60.8333333333333
Armani,114,2020-3,2020-03-23,4220,12,100,16.2,-47.4666666666667,-60.8333333333333
Armani,114,2020-3,2020-03-24,2500,12,100,15.9,-47.45,-60.8166666666667
Armani,114,2020-3,2020-03-25,12760,12,100,15.5,-48.45,-60.8166666666667
Armani,114,2020-3,2020-03-26,2300,12,100,15.0,-47.5833333333333,-60.8333333333333
Armani,114,2020-3,2020-03-29,7920,12,100,15.0,-44.5166666666667,-60.1666666666667
Armani,114,2020-3,2020-03-31,6320,12,100,14.9,-44.6,-60.0166666666667
Armani,114,2020-3,2020-04-06,43680,12,100,14.9,-41.816666666666706,-57.9833333333333
Armani,114,2020-3,2020-04-07,30900,12,100,14.5,-41.566666666666706,-57.7833333333333
Armani,114,2020-3,2020-04-08,12600,12,100,14.5,-41.3666666666667,-57.633333333333304
Armani,114,2020-3,2020-04-09,19620,12,100,14.5,-41.566666666666706,-57.5666666666667
Armani,114,2020-3,2020-04-10,35480,12,100,14.5,-41.7333333333333,-57.7833333333333
Armani,114,2020-3,2020-04-11,27880,12,100,14.5,-41.55,-57.65
Armani,114,2020-4,2020-04-18,20320,12,100,15.5,-41.7333333333333,-57.7
Armani,114,2020-4,2020-04-19,6000,12,100,15.5,-41.566666666666706,-57.5166666666667
Armani,114,2020-4,2020-04-20,42740,12,100,15.5,-40.966666666666704,-57.133333333333304
Armani,114,2020-4,2020-04-21,31000,12,100,15.5,-40.966666666666704,-57.05
Armani,114,2020-4,2020-04-22,42120,12,100,15.5,-40.9,-56.9333333333333
Armani,114,2020-4,2020-04-23,49880,12,100,15.5,-40.9,-56.95
Armani,114,2020-4,2020-04-24,45280,12,100,15.5,-40.8,-56.75
Armani,114,2020-4,2020-04-25,30320,12,100,15.3,-40.7666666666667,-56.7666666666667
Armani,114,2020-4,2020-04-26,34960,12,100,15.2,-40.783333333333296,-56.7666666666667
Armani,114,2020-4,2020-04-27,40600,12,100,15.0,-40.35,-56.4166666666667
Armani,114,2020-4,2020-04-28,27680,12,100,15.0,-40.3333333333333,-56.4666666666667
Armani,114,2020-4,2020-05-01,27920,12,100,15.0,-40.466666666666704,-56.616666666666696
Armani,114,2020-4,2020-05-02,11480,12,100,15.9,-40.35,-56.5166666666667
Armani,114,2020-4,2020-05-03,6760,12,100,14.9,-40.316666666666706,-56.4
Armani,114,2020-4,2020-05-04,19520,12,100,14.9,-40.7333333333333,-56.8166666666667
Armani,114,2020-4,2020-05-05,6000,12,100,14.9,-40.8,-56.9666666666667
Armani,114,2020-4,2020-05-07,5840,12,100,15.3,-41.05,-57.0833333333333
Armani,114,2020-4,2020-05-08,5480,12,100,16.0,-41.0166666666667,-57.0833333333333
Armani,114,2020-4,2020-05-09,6080,12,100,16.2,-40.85,-56.883333333333304
Armani,114,2020-4,2020-05-10,5840,12,100,15.9,-40.9,-56.95
Armani,114,2020-4,2020-05-11,39880,12,100,15.5,-40.75,-56.8333333333333
Armani,114,2020-4,2020-05-12,4040,12,100,15.0,-40.5833333333333,-56.6666666666667
Armani,114,2020-5,2020-05-19,2760,12,100,15.5,-42.783333333333296,-58.866666666666696
Armani,114,2020-5,2020-05-20,2360,12,100,15.5,-42.6,-58.7833333333333
Armani,114,2020-5,2020-05-22,6480,12,100,15.5,-42.9833333333333,-59.05
Armani,114,2020-5,2020-05-23,3600,12,100,15.5,-42.9833333333333,-59.116666666666696
Armani,114,2020-5,2020-05-24,2840,12,100,15.5,-41.966666666666704,-59.05
Armani,114,2020-5,2020-05-25,5760,12,100,15.3,-42.9666666666667,-59.0666666666667
Armani,114,2020-5,2020-05-26,21840,12,100,15.2,-42.783333333333296,-58.883333333333304
Armani,114,2020-5,2020-05-28,19240,12,100,15.0,-42.55,-58.5833333333333
Armani,114,2020-5,2020-05-29,400,12,100,15.0,-42.6,-58.6666666666667
Armani,114,2020-5,2020-05-30,26140,12,100,14.8,-42.933333333333294,-60.2166666666667
Armani,114,2020-5,2020-05-31,23700,12,100,15.0,-42.95,-60.366666666666696
Armani,114,2020-5,2020-06-01,25540,12,100,15.9,-42.816666666666706,-60.0833333333333
Armani,114,2020-5,2020-06-02,34580,12,100,14.9,-42.783333333333296,-59.75
Armani,114,2020-5,2020-06-03,36080,12,100,14.9,-42.783333333333296,-59.75
Armani,114,2020-5,2020-06-04,33020,12,100,14.9,-42.8833333333333,-59.633333333333304
Armani,114,2020-5,2020-06-05,3820,12,100,15.3,-42.9,-59.55
Armani,114,2020-5,2020-06-06,37340,12,100,15.3,-43.0333333333333,-60.0666666666667
Armani,114,2020-5,2020-06-07,20380,12,100,16.0,-43.116666666666696,-60.15
Armani,114,2020-5,2020-06-08,17560,12,100,16.2,-43.05,-60.0333333333333
Armani,114,2020-5,2020-06-09,45940,12,100,15.9,-43.0833333333333,-60.133333333333304
Armani,114,2020-5,2020-06-11,42740,12,100,15.0,-43.116666666666696,-60.15
Armani,114,2020-5,2020-06-12,27540,12,100,15.0,-43.116666666666696,-60.1833333333333
Armani,114,2020-5,2020-06-13,5900,12,100,15.1,-43.0833333333333,-60.2333333333333
Armani,114,2020-5,2020-06-14,2980,12,100,15.0,-43.0666666666667,-60.15
Armani,114,2020-6,2020-06-22,16360,12,100,15.5,-42.033333333333296,-59.55
Armani,114,2020-6,2020-06-23,31500,12,100,15.5,-42.2666666666667,-59.75
Armani,114,2020-6,2020-06-24,16720,12,100,15.5,-42.1666666666667,-59.65
Armani,114,2020-6,2020-06-25,27960,12,100,15.5,-42.1333333333333,-59.383333333333304
Armani,114,2020-6,2020-06-26,5240,12,100,15.5,-42.1333333333333,-59.8166666666667
Armani,114,2020-6,2020-06-27,3600,12,100,15.5,-41.95,-59.7333333333333
Armani,114,2020-6,2020-06-28,3080,12,100,15.5,-41.95,-59.2166666666667
Armani,114,2020-6,2020-06-30,1440,12,100,15.2,-42.15,-60.4
Rodney,115,2020-1,2020-01-18,6190,12,100,14.2,-44.0666666666667,-61.6
Rodney,115,2020-1,2020-01-19,19020,12,100,14.9,-45.133333333333304,-63.8
Rodney,115,2020-1,2020-01-20,15970,12,100,15.1,-45.1666666666667,-63.75
Rodney,115,2020-1,2020-01-21,29600,12,100,16.1,-44.9333333333333,-64.15
Rodney,115,2020-1,2020-01-22,5410,12,100,16.8,-44.95,-64.1333333333333
Rodney,115,2020-1,2020-01-23,21940,12,100,16.2,-45.0666666666667,-62.4333333333333
Rodney,115,2020-1,2020-01-24,10580,12,100,15.7,-45.116666666666696,-62.3
Rodney,115,2020-1,2020-01-25,21950,12,100,14.7,-45.75,-62.3333333333333
Rodney,115,2020-1,2020-01-26,24250,12,100,14.7,-45.6833333333333,-62.3333333333333
Rodney,115,2020-1,2020-01-27,22070,12,100,14.3,-45.6666666666667,-62.383333333333304
Rodney,115,2020-1,2020-01-28,19400,12,100,14.6,-45.6833333333333,-62.383333333333304
Rodney,115,2020-1,2020-01-29,26720,12,100,14.5,-45.5333333333333,-62.0333333333333
Rodney,115,2020-1,2020-01-30,18820,12,100,14.3,-45.7833333333333,-62.1
Rodney,115,2020-1,2020-01-31,19120,12,100,14.1,-46.0666666666667,-62.366666666666696
Rodney,115,2020-1,2020-02-01,21590,12,100,14.4,-45.7,-62.5333333333333
Rodney,115,2020-1,2020-02-02,47500,12,100,14.8,-45.7166666666667,-62.65
Rodney,115,2020-1,2020-02-03,35300,12,100,14.7,-45.7,-62.5666666666667
Rodney,115,2020-1,2020-02-04,12900,12,100,15.1,-45.7333333333333,-62.6833333333333
Rodney,115,2020-1,2020-02-05,38800,12,100,15.6,-45.4333333333333,-62.5833333333333
Rodney,115,2020-1,2020-02-06,23020,12,100,16.0,-45.4166666666667,-62.5666666666667
Rodney,115,2020-1,2020-02-07,38780,12,100,15.1,-45.4833333333333,-62.4
Rodney,115,2020-1,2020-02-08,38550,12,100,15.3,-45.4666666666667,-62.4166666666667
Rodney,115,2020-1,2020-02-09,29100,12,100,15.6,-45.7166666666667,-62.5
Rodney,115,2020-1,2020-02-10,29900,12,100,15.5,-45.55,-62.4666666666667
Rodney,115,2020-1,2020-02-11,18330,12,100,15.7,-45.5166666666667,-62.4833333333333
Rodney,115,2020-1,2020-02-12,13040,12,100,15.8,-45.7166666666667,-62.1666666666667
Rodney,115,2020-1,2020-02-13,12460,12,100,16.1,-45.4666666666667,-62.5
Rodney,115,2020-1,2020-02-14,23350,12,100,16.3,-45.633333333333304,-62.4833333333333
Rodney,115,2020-1,2020-02-15,42650,12,100,16.3,-45.7666666666667,-62.75
Rodney,115,2020-1,2020-02-16,9800,12,100,16.1,-45.75,-62.7666666666667
Rodney,115,2020-2,2020-02-22,16220,12,100,14.9,-45.5333333333333,-62.866666666666696
Rodney,115,2020-2,2020-02-23,10120,12,100,14.8,-45.883333333333304,-62.7166666666667
Rodney,115,2020-2,2020-02-24,14400,12,100,14.9,-46.2166666666667,-62.7333333333333
Rodney,115,2020-2,2020-02-25,4410,12,100,15.0,-45.4833333333333,-63.25
Rodney,115,2020-2,2020-02-26,6340,12,100,14.4,-46.1666666666667,-62.3333333333333
Rodney,115,2020-2,2020-02-28,14250,12,100,4.8,-46.1833333333333,-62.7166666666667
Rodney,115,2020-2,2020-02-29,4070,12,100,15.0,-46.2333333333333,-62.75
Rodney,115,2020-2,2020-03-01,2340,12,100,15.2,-46.2166666666667,-62.55
Rodney,115,2020-2,2020-03-02,2880,12,100,14.5,-46.6666666666667,-62.1
Rodney,115,2020-2,2020-03-03,33250,12,100,13.4,-48.0,-61.35
Rodney,115,2020-2,2020-03-04,12370,12,100,13.0,-47.95,-61.366666666666696
Rodney,115,2020-2,2020-03-05,13550,12,100,15.5,-48.4166666666667,-61.2666666666667
Rodney,115,2020-2,2020-03-06,2120,12,100,14.4,-47.7833333333333,-63.6833333333333
Rodney,115,2020-2,2020-03-09,800,12,100,16.0,-44.95,-62.616666666666696
Rodney,115,2020-2,2020-03-10,1060,12,100,12.2,-47.0,-60.9666666666667
Rodney,115,2020-2,2020-03-11,2700,12,100,15.1,-48.35,-61.2666666666667
Rodney,115,2020-2,2020-03-13,3050,12,100,12.0,-48.0833333333333,-61.0666666666667
Rodney,115,2020-2,2020-03-14,1090,12,100,11.9,-48.0,-61.133333333333304
Rodney,115,2020-2,2020-03-15,2150,12,100,12.0,-48.1,-60.8333333333333
Rodney,115,2020-2,2020-03-16,11050,12,100,11.9,-48.133333333333304,-60.883333333333304
Rodney,115,2020-2,2020-03-17,2930,12,100,12.0,-47.8333333333333,-60.883333333333304
Rodney,115,2020-2,2020-03-18,9250,12,100,11.2,-47.6833333333333,-60.8
Rodney,115,2020-2,2020-03-21,5550,12,100,12.0,-47.9,-60.8333333333333
Rodney,115,2020-2,2020-03-22,4900,12,100,11.9,-47.7,-60.8333333333333
Rodney,115,2020-2,2020-03-23,480,12,100,11.9,-47.6833333333333,-60.8166666666667
Rodney,115,2020-2,2020-03-25,4550,12,100,11.8,-47.616666666666696,-60.883333333333304
Rodney,115,2020-2,2020-03-28,4740,12,100,14.0,-44.3,-60.1833333333333
Rodney,115,2020-2,2020-03-29,10200,12,100,13.0,-44.25,-60.05
Rodney,115,2020-2,2020-03-30,18400,12,100,13.3,-44.3333333333333,-59.9833333333333
Rodney,115,2020-2,2020-03-31,2370,12,100,13.5,-44.366666666666696,-60.0
Rodney,115,2020-2,2020-04-01,52600,12,100,13.4,-44.2833333333333,-59.9166666666667
Rodney,115,2020-2,2020-04-02,1170,12,100,13.1,-44.2666666666667,-59.9
Rodney,115,2020-2,2020-04-03,48000,12,100,13.4,-41.716666666666704,-57.95
Rodney,115,2020-2,2020-04-04,38020,12,100,12.9,-41.65,-57.7333333333333
Rodney,115,2020-2,2020-04-05,43200,12,100,12.8,-41.45,-57.6
Rodney,115,2020-2,2020-04-06,32150,12,100,13.5,-41.3333333333333,-57.5166666666667
Rodney,115,2020-2,2020-04-07,23700,12,100,12.0,-41.1666666666667,-57.4166666666667
Rodney,115,2020-2,2020-04-08,43200,12,100,12.0,-41.7666666666667,-57.9
Rodney,115,2020-2,2020-04-09,28800,12,100,12.0,-41.6166666666667,-57.6833333333333
Rodney,115,2020-2,2020-04-10,38020,12,100,12.0,-41.3833333333333,-57.5166666666667
Rodney,115,2020-2,2020-04-11,32000,12,100,12.0,-41.316666666666706,-57.35
Rodney,115,2020-2,2020-04-12,27500,12,100,12.0,-41.2333333333333,-57.2833333333333
Rodney,115,2020-2,2020-03-08,3300,12,100,16.0,-45.133333333333304,-62.6666666666667
Rodney,115,2020-3,2020-04-17,38700,12,100,12.8,-41.6166666666667,-57.5666666666667
Rodney,115,2020-3,2020-04-18,45350,12,100,12.1,-41.6166666666667,-57.5166666666667
Rodney,115,2020-3,2020-04-20,48500,12,100,12.2,-41.65,-57.6
Rodney,115,2020-3,2020-04-19,40970,12,100,13.3,-41.6333333333333,-57.5666666666667
Rodney,115,2020-3,2020-04-21,22710,12,100,12.9,-41.6333333333333,-57.5833333333333
Rodney,115,2020-3,2020-04-22,53380,12,100,13.3,-40.7666666666667,-56.7333333333333
Rodney,115,2020-3,2020-04-23,46860,12,100,12.8,-41.75,-56.7666666666667
Rodney,115,2020-3,2020-04-24,48700,12,100,13.3,-40.65,-56.7
Rodney,115,2020-3,2020-04-25,41500,12,100,13.7,-40.6333333333333,-56.6666666666667
Rodney,115,2020-3,2020-04-26,48700,12,100,13.0,-40.5833333333333,-56.6833333333333
Rodney,115,2020-3,2020-04-27,41160,12,100,11.6,-40.7333333333333,-56.7833333333333
Rodney,115,2020-3,2020-04-28,46040,12,100,11.5,-40.65,-56.7
Rodney,115,2020-3,2020-04-30,38960,12,100,9.8,-41.1,-57.25
Rodney,115,2020-3,2020-05-01,29220,12,100,10.5,-41.0833333333333,-57.2166666666667
Rodney,115,2020-3,2020-05-02,8910,12,100,9.7,-40.8333333333333,-56.95
Rodney,115,2020-3,2020-05-03,23410,12,100,10.4,-40.5,-56.616666666666696
Rodney,115,2020-3,2020-05-04,24080,12,100,10.0,-40.6166666666667,-56.616666666666696
Rodney,115,2020-4,2020-05-08,2300,12,100,10.0,-40.6,-56.6666666666667
Rodney,115,2020-4,2020-05-10,11750,12,100,9.8,-42.2,-58.2833333333333
Rodney,115,2020-4,2020-05-11,26300,12,100,10.0,-42.0833333333333,-58.116666666666696
Rodney,115,2020-4,2020-05-12,15880,12,100,9.9,-42.2333333333333,-58.3333333333333
Rodney,115,2020-4,2020-05-14,38960,12,100,9.3,-42.5833333333333,-58.6833333333333
Rodney,115,2020-4,2020-05-15,43820,12,100,8.7,-42.4,-58.5
Rodney,115,2020-4,2020-05-16,48700,12,100,8.9,-42.3333333333333,-58.4166666666667
Rodney,115,2020-4,2020-05-17,14580,12,100,9.2,-42.4166666666667,-58.4666666666667
Rodney,115,2020-4,2020-05-18,2300,12,100,9.0,-42.4166666666667,-58.5333333333333
Rodney,115,2020-4,2020-05-19,38400,12,100,9.1,-42.683333333333294,-58.8
Rodney,115,2020-4,2020-05-20,29500,12,100,8.7,-42.6666666666667,-58.8166666666667
Rodney,115,2020-4,2020-05-21,4560,12,100,8.9,-42.6333333333333,-58.7833333333333
Rodney,115,2020-4,2020-05-22,6070,12,100,8.9,-43.4,-59.383333333333304
Rodney,115,2020-4,2020-05-23,29570,12,100,9.0,-42.933333333333294,-59.05
Rodney,115,2020-4,2020-05-25,5010,12,100,8.5,-42.95,-59.0166666666667
Rodney,115,2020-4,2020-05-26,37170,12,100,8.6,-42.933333333333294,-59.0
Rodney,115,2020-4,2020-05-27,10180,12,100,8.8,-42.933333333333294,-59.05
Rodney,115,2020-4,2020-05-29,49590,12,100,11.0,-42.8666666666667,-60.0166666666667
Rodney,115,2020-4,2020-05-30,39720,12,100,11.7,-42.8833333333333,-59.9833333333333
Rodney,115,2020-4,2020-05-31,46790,12,100,11.5,-43.0333333333333,-60.2166666666667
Rodney,115,2020-4,2020-06-01,30720,12,100,11.1,-43.0333333333333,-60.0166666666667
Rodney,115,2020-4,2020-06-02,37720,12,100,11.5,-43.0,-60.1
Rodney,115,2020-4,2020-06-03,38800,12,100,11.5,-42.8833333333333,-59.7833333333333
Rodney,115,2020-4,2020-06-04,47390,12,100,10.8,-42.8,-59.55
Rodney,115,2020-4,2020-06-05,6040,12,100,10.3,-42.75,-59.4833333333333
Rodney,115,2020-4,2020-06-06,17720,12,100,10.2,-43.0166666666667,-59.7333333333333
Rodney,115,2020-5,2020-06-12,26920,12,100,10.2,-43.15,-60.15
Rodney,115,2020-5,2020-06-13,30130,12,100,10.1,-43.0166666666667,-59.9833333333333
Rodney,115,2020-5,2020-06-14,11730,12,100,9.6,-42.7666666666667,-59.85
Rodney,115,2020-5,2020-06-15,5580,12,100,9.2,-43.0166666666667,-59.9666666666667
Rodney,115,2020-5,2020-06-16,2040,12,100,10.4,-42.933333333333294,-60.5166666666667
Rodney,115,2020-5,2020-06-17,3390,12,100,11.1,-42.816666666666706,-60.3
Rodney,115,2020-5,2020-06-18,23350,12,100,11.5,-42.0,-59.5666666666667
Rodney,115,2020-5,2020-06-19,38130,12,100,11.5,-41.9833333333333,-59.5166666666667
Rodney,115,2020-5,2020-06-20,29780,12,100,11.4,-41.95,-59.35
Rodney,115,2020-5,2020-06-21,21790,12,100,11.0,-42.0166666666667,-59.4666666666667
Rodney,115,2020-5,2020-06-22,20410,12,100,11.2,-42.05,-59.45
Rodney,115,2020-5,2020-06-25,23330,12,100,10.3,-42.0833333333333,-59.4166666666667
Rodney,115,2020-5,2020-06-26,8120,12,100,10.9,-41.9166666666667,-59.4333333333333
Rodney,115,2020-5,2020-06-27,2530,12,100,10.6,-41.6166666666667,-59.5666666666667
